"","title","budget","revenue","profit","profitable","profitable.ind","release_date","release_year","genre","runtime","vote_average","vote_count","event"
"215","Knight and Day",117000000,261930431,144930431,"Profitable",1,2010-06-15,2010,"Comedy",109,5.9,1547,"summer"
"216","Oblivion",120000000,286168572,166168572,"Profitable",1,2013-04-10,2013,"Action/Adventure",124,6.4,4800,"na"
"217","Star Wars: Episode III - Revenge of the Sith",113000000,850000000,737000000,"Profitable",1,2005-05-17,2005,"Action/Adventure",140,7.1,4116,"na"
"218","Star Wars: Episode II - Attack of the Clones",120000000,649398328,529398328,"Profitable",1,2002-05-15,2002,"Action/Adventure",142,6.4,3992,"na"
"219","Monsters, Inc.",115000000,562816256,447816256,"Profitable",1,2001-11-01,2001,"Comedy",92,7.5,5996,"holiday"
"220","The Wolverine",120000000,415440673,295440673,"Profitable",1,2013-07-23,2013,"Action/Adventure",126,6.3,4053,"summer"
"221","The Croods",135000000,585178928,450178928,"Profitable",1,2013-03-20,2013,"Comedy",98,6.8,2399,"na"
"222","Windtalkers",115000000,77628265,-37371735,"Not Profitable",0,2002-06-14,2002,"Drama",134,5.8,341,"summer"
"223","The Huntsman: Winter's War",115000000,164602163,49602163,"Profitable",1,2016-04-06,2016,"Drama",114,6,1523,"na"
"224","Teenage Mutant Ninja Turtles",125000000,477200000,352200000,"Profitable",1,2014-08-07,2014,"Comedy",101,5.8,2636,"summer"
"225","Gravity",105000000,716392705,611392705,"Profitable",1,2013-09-27,2013,"Drama",91,7.3,5751,"na"
"226","Teenage Mutant Ninja Turtles: Out of the Shadows",135000000,245623848,110623848,"Profitable",1,2016-06-01,2016,"Comedy",112,5.8,963,"summer"
"227","Fantastic Four",120000000,167977596,47977596,"Profitable",1,2015-08-05,2015,"Action/Adventure",100,4.4,2278,"summer"
"228","Night at the Museum",110000000,574480841,464480841,"Profitable",1,2006-10-20,2006,"Comedy",108,6.3,2862,"na"
"229","San Andreas",110000000,470490832,360490832,"Profitable",1,2015-05-27,2015,"Drama",114,6,2968,"na"
"230","The Patriot",110000000,215294342,105294342,"Profitable",1,2000-06-28,2000,"Drama",165,6.8,1099,"summer"
"231","Ocean's Twelve",110000000,362744280,252744280,"Profitable",1,2004-12-09,2004,"Crime",125,6.4,2124,"holiday"
"232","Mr. & Mrs. Smith",110000000,478207520,368207520,"Profitable",1,2005-06-07,2005,"Drama",120,6.5,2965,"summer"
"233","Insurgent",110000000,295238201,185238201,"Profitable",1,2015-03-18,2015,"Action/Adventure",119,6.2,3829,"na"
"234","The Aviator",116000000,102000000,-14000000,"Not Profitable",0,2004-12-17,2004,"Drama",170,7,1489,"holiday"
"235","Gulliver's Travels",112000000,237382724,125382724,"Profitable",1,2010-12-25,2010,"Comedy",85,4.9,621,"holiday"
"236","The Green Hornet",120000000,227817248,107817248,"Profitable",1,2011-01-12,2011,"Comedy",119,5.5,1251,"na"
"237","300: Rise of an Empire",110000000,337580051,227580051,"Profitable",1,2014-03-05,2014,"Action/Adventure",102,6.1,2397,"na"
"238","The Smurfs",110000000,563749323,453749323,"Profitable",1,2011-07-29,2011,"Comedy",103,5.5,1179,"summer"
"239","Home on the Range",110000000,103951461,-6048539,"Not Profitable",0,2004-04-02,2004,"Family/Animation",76,5.7,389,"na"
"240","Allegiant",110000000,179246868,69246868,"Profitable",1,2016-03-09,2016,"Action/Adventure",121,5.9,1998,"na"
"241","Real Steel",110000000,299268508,189268508,"Profitable",1,2011-09-28,2011,"Drama",127,6.6,2692,"na"
"242","The Smurfs 2",105000000,347434178,242434178,"Profitable",1,2013-07-30,2013,"Comedy",105,5.5,695,"summer"
"243","Ender's Game",110000000,125537191,15537191,"Profitable",1,2013-10-23,2013,"Action/Adventure",114,6.6,2303,"na"
"244","Live Free or Die Hard",110000000,383531464,273531464,"Profitable",1,2007-06-20,2007,"Action/Adventure",128,6.4,2089,"summer"
"245","The Lord of the Rings: The Fellowship of the Ring",93000000,871368364,778368364,"Profitable",1,2001-12-18,2001,"Action/Adventure",178,8,8705,"holiday"
"246","Around the World in 80 Days",110000000,72178895,-37821105,"Not Profitable",0,2004-06-16,2004,"Comedy",120,5.7,672,"summer"
"247","Ali",107000000,87713825,-19286175,"Not Profitable",0,2001-12-11,2001,"Drama",157,6.7,447,"holiday"
"248","I, Robot",120000000,347234916,227234916,"Profitable",1,2004-07-15,2004,"Action/Adventure",115,6.7,3793,"summer"
"249","Kingdom of Heaven",130000000,211643158,81643158,"Profitable",1,2005-05-03,2005,"Drama",144,6.6,1157,"na"
"250","The Princess and the Frog",105000000,267045765,162045765,"Profitable",1,2009-12-08,2009,"Romance",97,6.7,1247,"holiday"
"251","The Martian",108000000,630161890,522161890,"Profitable",1,2015-09-30,2015,"Drama",141,7.6,7268,"na"
"252","The Island",126000000,162949164,36949164,"Profitable",1,2005-07-20,2005,"Action/Adventure",136,6.5,1770,"summer"
"253","Town & Country",90000000,10372291,-79627709,"Not Profitable",0,2001-04-27,2001,"Comedy",104,3.7,16,"na"
"254","Gone in Sixty Seconds",90000000,237202299,147202299,"Profitable",1,2000-06-09,2000,"Action/Adventure",118,6.1,1485,"summer"
"255","Gladiator",103000000,457640427,354640427,"Profitable",1,2000-05-01,2000,"Drama",155,7.9,5439,"na"
"256","Minority Report",102000000,358372926,256372926,"Profitable",1,2002-06-20,2002,"Action/Adventure",145,7.1,2608,"summer"
"257","Harry Potter and the Chamber of Secrets",100000000,876688482,776688482,"Profitable",1,2002-11-13,2002,"Action/Adventure",161,7.4,5815,"holiday"
"258","Casino Royale",150000000,599045960,449045960,"Profitable",1,2006-11-14,2006,"Action/Adventure",144,7.3,3855,"holiday"
"259","Planet of the Apes",100000000,362211740,262211740,"Profitable",1,2001-07-25,2001,"Action/Adventure",119,5.6,1243,"summer"
"260","Public Enemies",80000000,214104620,134104620,"Profitable",1,2009-07-01,2009,"Drama",140,6.5,1344,"summer"
"261","American Gangster",100000000,266465037,166465037,"Profitable",1,2007-11-02,2007,"Drama",157,7.4,1502,"holiday"
"262","The Taking of Pelham 1 2 3",100000000,150166126,50166126,"Profitable",1,2009-06-11,2009,"Drama",106,6.2,954,"summer"
"263","Little Fockers",100000000,310650585,210650585,"Profitable",1,2010-12-21,2010,"Comedy",98,5.4,1060,"holiday"
"264","The Other Guys",100000000,170432927,70432927,"Profitable",1,2010-08-06,2010,"Comedy",107,6.1,1383,"summer"
"265","Django Unchained",100000000,425368238,325368238,"Profitable",1,2012-12-25,2012,"Drama",165,7.8,10099,"holiday"
"266","The Emperor's New Groove",100000000,169327687,69327687,"Profitable",1,2000-12-09,2000,"Comedy",78,7.2,1490,"holiday"
"267","The Expendables 2",100000000,312573423,212573423,"Profitable",1,2012-08-08,2012,"Action/Adventure",103,6.1,2896,"summer"
"268","National Treasure",100000000,347451894,247451894,"Profitable",1,2004-11-19,2004,"Action/Adventure",131,6.4,1926,"holiday"
"269","Eragon",100000000,249288105,149288105,"Profitable",1,2006-12-14,2006,"Action/Adventure",104,4.9,967,"holiday"
"270","Where the Wild Things Are",100000000,100086793,86793,"Profitable",1,2009-10-16,2009,"Sci-fi/Fantasy",101,6.4,572,"na"
"271","Epic",100000000,268426634,168426634,"Profitable",1,2013-05-15,2013,"Action/Adventure",102,6.4,1121,"na"
"272","The Tourist",100000000,278731369,178731369,"Profitable",1,2010-12-08,2010,"Action/Adventure",103,6,1699,"holiday"
"273","Blood Diamond",100000000,170877916,70877916,"Profitable",1,2006-12-07,2006,"Drama",143,7.3,2281,"holiday"
"274","The Wolf of Wall Street",100000000,392000694,292000694,"Profitable",1,2013-12-25,2013,"Drama",180,7.9,6571,"holiday"
"275","Cloud Atlas",102000000,130482868,28482868,"Profitable",1,2012-10-26,2012,"Drama",172,6.6,2977,"na"
"276","Legend of the Guardians: The Owls of Ga'Hoole",80000000,140073390,60073390,"Profitable",1,2010-07-10,2010,"Action/Adventure",97,6.5,703,"summer"
"277","Catwoman",100000000,82102379,-17897621,"Not Profitable",0,2004-07-22,2004,"Action/Adventure",104,4.2,808,"summer"
"278","Hercules",100000000,243400000,143400000,"Profitable",1,2014-07-23,2014,"Action/Adventure",99,5.6,1680,"summer"
"279","Treasure Planet",140000000,109578115,-30421885,"Not Profitable",0,2002-11-26,2002,"Action/Adventure",95,7.2,948,"holiday"
"280","Land of the Lost",100000000,68688831,-31311169,"Not Profitable",0,2009-06-05,2009,"Comedy",102,5.3,381,"summer"
"281","The Expendables 3",90000000,206172544,116172544,"Profitable",1,2014-08-04,2014,"Action/Adventure",127,6.1,1795,"summer"
"282","Point Break",105000000,133718711,28718711,"Profitable",1,2015-12-03,2015,"Action/Adventure",114,5.5,783,"holiday"
"283","In the Heart of the Sea",100000000,93820758,-6179242,"Not Profitable",0,2015-11-20,2015,"Drama",122,6.5,1276,"holiday"
"284","The Adventures of Pluto Nash",100000000,7103973,-92896027,"Not Profitable",0,2002-08-15,2002,"Comedy",95,4.4,142,"summer"
"285","Green Zone",100000000,94882889,-5117111,"Not Profitable",0,2010-03-11,2010,"Drama",115,6.4,717,"na"
"286","The Peanuts Movie",99000000,246233113,147233113,"Profitable",1,2015-11-05,2015,"Family/Animation",88,6.5,604,"holiday"
"287","The Mummy Returns",98000000,433013274,335013274,"Profitable",1,2001-04-28,2001,"Action/Adventure",130,6,2206,"na"
"288","Gangs of New York",100000000,193772504,93772504,"Profitable",1,2002-12-14,2002,"Drama",167,7.1,1910,"holiday"
"289","Surf's Up",85000000,149044513,64044513,"Profitable",1,2007-06-08,2007,"Comedy",85,5.9,601,"summer"
"290","The Stepford Wives",90000000,102000000,12000000,"Profitable",1,2004-06-10,2004,"Comedy",93,5.4,334,"summer"
"291","Black Hawk Down",92000000,172989651,80989651,"Profitable",1,2001-12-28,2001,"Action/Adventure",144,7.2,1811,"holiday"
"292","Sex and the City 2",100000000,288347692,188347692,"Profitable",1,2010-05-26,2010,"Drama",146,5.4,426,"na"
"293","The Road to El Dorado",95000000,76432727,-18567273,"Not Profitable",0,2000-03-31,2000,"Comedy",89,7,858,"na"
"294","Ice Age: Continental Drift",95000000,877244782,782244782,"Profitable",1,2012-06-26,2012,"Comedy",88,6.2,2672,"summer"
"295","Cinderella",95000000,543514353,448514353,"Profitable",1,2015-03-12,2015,"Drama",105,6.7,2374,"na"
"296","The Lovely Bones",65000000,93525586,28525586,"Profitable",1,2009-12-26,2009,"Drama",136,6.6,1065,"holiday"
"297","Finding Nemo",94000000,940335536,846335536,"Profitable",1,2003-05-30,2003,"Family/Animation",100,7.6,6122,"na"
"298","The Lord of the Rings: The Return of the King",94000000,1118888979,1024888979,"Profitable",1,2003-12-01,2003,"Action/Adventure",201,8.1,8064,"holiday"
"299","The Lord of the Rings: The Two Towers",79000000,926287400,847287400,"Profitable",1,2002-12-18,2002,"Action/Adventure",179,8,7487,"holiday"
"300","Seventh Son",95000000,114178613,19178613,"Profitable",1,2014-12-12,2014,"Action/Adventure",102,5.2,957,"holiday"
"301","Lara Croft: Tomb Raider",115000000,274703340,159703340,"Profitable",1,2001-06-11,2001,"Action/Adventure",100,5.7,2192,"summer"
"302","Transcendence",100000000,103039258,3039258,"Profitable",1,2014-04-16,2014,"Drama",119,5.9,2295,"na"
"303","Jurassic Park III",93000000,368780809,275780809,"Profitable",1,2001-07-18,2001,"Action/Adventure",92,5.7,2077,"summer"
"304","Rise of the Planet of the Apes",93000000,482860185,389860185,"Profitable",1,2011-08-03,2011,"Drama",105,7,4347,"summer"
"305","The Spiderwick Chronicles",90000000,162839667,72839667,"Profitable",1,2008-02-14,2008,"Action/Adventure",95,6.3,572,"na"
"306","A Good Day to Die Hard",92000000,304654182,212654182,"Profitable",1,2013-02-06,2013,"Action/Adventure",98,5.2,3493,"na"
"307","The Alamo",145000000,25819961,-119180039,"Not Profitable",0,2004-04-07,2004,"Western",137,5.8,106,"na"
"308","The Incredibles",92000000,631442092,539442092,"Profitable",1,2004-11-05,2004,"Action/Adventure",115,7.4,5152,"holiday"
"309","Percy Jackson & the Olympians: The Lightning Thief",95000000,226497209,131497209,"Profitable",1,2010-02-01,2010,"Action/Adventure",118,6,2010,"na"
"310","Unstoppable",100000000,167805466,67805466,"Profitable",1,2010-11-04,2010,"Action/Adventure",98,6.3,1165,"holiday"
"311","Rush Hour 2",90000000,347325802,257325802,"Profitable",1,2001-08-03,2001,"Comedy",90,6.4,1054,"summer"
"312","What Lies Beneath",100000000,155464351,55464351,"Profitable",1,2000-07-21,2000,"Drama",130,6.3,488,"summer"
"313","Cloudy with a Chance of Meatballs",100000000,242988466,142988466,"Profitable",1,2009-09-17,2009,"Comedy",90,6.5,1747,"na"
"314","Ice Age: Dawn of the Dinosaurs",90000000,886686817,796686817,"Profitable",1,2009-06-29,2009,"Comedy",94,6.5,2271,"summer"
"315","The Secret Life of Walter Mitty",90000000,188133322,98133322,"Profitable",1,2013-12-18,2013,"Drama",114,7,3144,"holiday"
"316","Charlie's Angels",92000000,264105545,172105545,"Profitable",1,2000-11-02,2000,"Comedy",98,5.6,1232,"holiday"
"317","The Departed",90000000,289847354,199847354,"Profitable",1,2006-10-05,2006,"Drama",151,7.9,4339,"na"
"318","Tropic Thunder",92000000,188072649,96072649,"Profitable",1,2008-08-09,2008,"Comedy",107,6.5,1667,"summer"
"319","The Girl with the Dragon Tattoo",90000000,232617430,142617430,"Profitable",1,2011-12-14,2011,"Drama",158,7.2,2434,"holiday"
"320","Sherlock Holmes",90000000,524028679,434028679,"Profitable",1,2009-12-23,2009,"Action/Adventure",128,7,5766,"holiday"
"321","Ben-Hur",100000000,94061311,-5938689,"Not Profitable",0,2016-08-17,2016,"Drama",125,5.3,621,"summer"
"322","Atlantis: The Lost Empire",120000000,186053725,66053725,"Profitable",1,2001-06-02,2001,"Action/Adventure",95,6.7,1224,"summer"
"323","Valkyrie",75000000,200276000,125276000,"Profitable",1,2008-12-25,2008,"Drama",121,6.7,1173,"holiday"
"324","You Don't Mess with the Zohan",90000000,201596308,111596308,"Profitable",1,2008-06-05,2008,"Comedy",113,5.5,1048,"summer"
"325","Pixels",88000000,243637091,155637091,"Profitable",1,2015-07-16,2015,"Comedy",105,5.6,2513,"summer"
"326","A.I. Artificial Intelligence",100000000,235926552,135926552,"Profitable",1,2001-06-29,2001,"Drama",146,6.8,1974,"summer"
"327","The Haunted Mansion",90000000,182290266,92290266,"Profitable",1,2003-11-25,2003,"Comedy",99,5.2,466,"holiday"
"328","Hollow Man",95000000,190213455,95213455,"Profitable",1,2000-08-04,2000,"Action/Adventure",112,5.6,634,"summer"
"329","The Interpreter",80000000,162944923,82944923,"Profitable",1,2005-04-08,2005,"Crime",128,6.2,392,"na"
"330","Percy Jackson: Sea of Monsters",90000000,174578751,84578751,"Profitable",1,2013-08-07,2013,"Action/Adventure",106,5.9,1648,"summer"
"331","Lara Croft Tomb Raider: The Cradle of Life",95000000,156505388,61505388,"Profitable",1,2003-07-21,2003,"Action/Adventure",117,5.5,1418,"summer"
"332","Now You See Me 2",90000000,334901337,244901337,"Profitable",1,2016-06-02,2016,"Comedy",129,6.7,3235,"summer"
"333","Spy Game",92000000,143049560,51049560,"Profitable",1,2001-11-18,2001,"Action/Adventure",126,6.8,579,"holiday"
"334","Mission to Mars",90000000,60874615,-29125385,"Not Profitable",0,2000-03-10,2000,"Sci-fi/Fantasy",114,5.7,369,"na"
"335","Rio",90000000,484635760,394635760,"Profitable",1,2011-04-03,2011,"Comedy",96,6.5,2166,"na"
"336","K-19: The Widowmaker",100000000,35168966,-64831034,"Not Profitable",0,2002-07-19,2002,"Drama",138,6.1,264,"summer"
"337","Cinderella Man",88000000,108539911,20539911,"Profitable",1,2005-06-02,2005,"Drama",144,7.3,616,"summer"
"338","The Nutcracker: The Untold Story",90000000,16178959,-73821041,"Not Profitable",0,2010-11-24,2010,"Action/Adventure",110,5.4,50,"holiday"
"339","Seabiscuit",87000000,148336445,61336445,"Profitable",1,2003-07-22,2003,"Drama",141,6.7,216,"summer"
"340","Cast Away",90000000,429632142,339632142,"Profitable",1,2000-12-22,2000,"Drama",143,7.5,3218,"holiday"
"341","Happy Feet",100000000,384335608,284335608,"Profitable",1,2006-11-16,2006,"Comedy",108,5.9,1410,"holiday"
"342","The Bourne Supremacy",75000000,288500217,213500217,"Profitable",1,2004-07-23,2004,"Drama",108,7.2,2825,"summer"
"343","Ocean's Eleven",85000000,450717150,365717150,"Profitable",1,2001-12-07,2001,"Crime",116,7.2,3783,"holiday"
"344","The Three Musketeers",75000000,132274484,57274484,"Profitable",1,2011-08-31,2011,"Action/Adventure",110,5.6,924,"summer"
"345","Hotel Transylvania",85000000,358375603,273375603,"Profitable",1,2012-09-20,2012,"Comedy",91,6.8,2566,"na"
"346","Enchanted",85000000,340487652,255487652,"Profitable",1,2007-11-20,2007,"Comedy",107,6.6,1449,"holiday"
"347","Safe House",85000000,208076205,123076205,"Profitable",1,2012-02-09,2012,"Action/Adventure",115,6.3,1345,"na"
"348","102 Dalmatians",85000000,183611771,98611771,"Profitable",1,2000-10-07,2000,"Comedy",100,5.1,313,"na"
"349","Tower Heist",75000000,152930623,77930623,"Profitable",1,2011-11-02,2011,"Comedy",104,5.8,932,"holiday"
"350","The Holiday",85000000,194168700,109168700,"Profitable",1,2006-12-08,2006,"Comedy",136,6.7,1225,"holiday"
"351","It's Complicated",85000000,219103655,134103655,"Profitable",1,2009-12-23,2009,"Comedy",121,6.2,360,"holiday"
"352","Ocean's Thirteen",85000000,311312624,226312624,"Profitable",1,2007-06-07,2007,"Crime",122,6.5,1999,"summer"
"353","Open Season",85000000,197309027,112309027,"Profitable",1,2006-09-29,2006,"Action/Adventure",83,6.1,656,"na"
"354","Divergent",85000000,288747895,203747895,"Profitable",1,2014-03-14,2014,"Action/Adventure",139,6.9,4663,"na"
"355","Enemy at the Gates",68000000,96976270,28976270,"Profitable",1,2001-03-13,2001,"War/History",131,7.2,999,"na"
"356","The Rundown",85000000,80916492,-4083508,"Not Profitable",0,2003-09-26,2003,"Comedy",104,6.4,514,"na"
"357","Memoirs of a Geisha",85000000,162242962,77242962,"Profitable",1,2005-12-06,2005,"Drama",145,7.3,652,"holiday"
"358","The Fast and the Furious: Tokyo Drift",85000000,158468292,73468292,"Profitable",1,2006-06-03,2006,"Drama",104,6.1,1705,"summer"
"359","Collateral Damage",85000000,78382433,-6617567,"Not Profitable",0,2002-02-06,2002,"Drama",108,5.5,427,"na"
"360","Mirror Mirror",85000000,183018522,98018522,"Profitable",1,2012-03-15,2012,"Drama",106,5.5,1114,"na"
"361","Scott Pilgrim vs. the World",60000000,47664559,-12335441,"Not Profitable",0,2010-07-27,2010,"Comedy",112,7.2,2126,"summer"
"362","The Core",60000000,74208267,14208267,"Profitable",1,2003-03-28,2003,"Action/Adventure",136,5.4,516,"na"
"363","Nutty Professor II: The Klumps",84000000,123307945,39307945,"Profitable",1,2000-07-27,2000,"Comedy",106,4.7,332,"summer"
"364","Scooby-Doo",84000000,275650703,191650703,"Profitable",1,2002-06-14,2002,"Comedy",88,5.4,820,"summer"
"365","Dredd",50000000,41037742,-8962258,"Not Profitable",0,2012-09-07,2012,"Action/Adventure",95,6.6,1940,"na"
"366","Click",82500000,237681299,155181299,"Profitable",1,2006-06-22,2006,"Drama",107,6,2104,"summer"
"367","Cats & Dogs 2 : The Revenge of Kitty Galore",85000000,112483764,27483764,"Profitable",1,2010-07-30,2010,"Comedy",82,4.9,119,"summer"
